MANHATTAN CONDOMINIUM PROPERTY Boro-Block-Lot,MANHATTAN CONDOMINIUM PROPERTY Condo Section,MANHATTAN CONDOMINIUM PROPERTY Address,Borough,Postcode,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,MANHATTAN CONDOMINIUM PROPERTY Neighborhood,MANHATTAN CONDOMINIUM PROPERTY Building Classification,MANHATTAN CONDOMINIUM PROPERTY Total Units,MANHATTAN CONDOMINIUM PROPERTY Year Built,MANHATTAN CONDOMINIUM PROPERTY Gross SqFt,MANHATTAN CONDOMINIUM PROPERTY Est. Gross Income,MANHATTAN CONDOMINIUM PROPERTY Gross Income per SqFt,MANHATTAN CONDOMINIUM PROPERTY Full Market Value,MANHATTAN CONDOMINIUM PROPERTY Market Value per SqFt, COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1  Neighborhood,COMPARABLE RENTAL 1  Building Classification,COMPARABLE RENTAL 1  Total Units,COMPARABLE RENTAL 1  Year Built,COMPARABLE RENTAL 1  Gross SqFt,COMPARABLE RENTAL 1  Est. Gross Income,COMPARABLE RENTAL 1  Gross Income per SqFt,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1  Market Value per SqFt,COMPARABLE RENTAL 1  Dist. from Coop in miles,COMPARABLE RENTAL 2  Boro-Block-Lot,COMPARABLE RENTAL 2  Address,COMPARABLE RENTAL 2  Neighborhood,COMPARABLE RENTAL 2  Building Classification,COMPARABLE RENTAL 2  Total Units,COMPARABLE RENTAL 2  Year Built,COMPARABLE RENTAL 2  Gross SqFt,COMPARABLE RENTAL 2  Est. Gross Income,COMPARABLE RENTAL 2  Gross Income per SqFt,COMPARABLE RENTAL 2  Full Market Value,COMPARABLE RENTAL 2  Market Value per SqFt,COMPARABLE RENTAL 2  Dist. from Coop in miles
1-01495-7501,365-R1,1114 MADISON AVENUE,1,10028,40.779006,-73.960177,8,4,142,1046802,1014957501,Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (79-96),R9-CONDOPS,56,1938,83594,3300000,39.5,16200000,194,1-01499-0061,12 EAST 88 STREET,UPPER EAST SIDE (79-96),D9-ELEVATOR,69,1931,87639,3473133,39.6,17000000,194,0.2,1-01490-0122,555 EAST 78 STREET,UPPER EAST SIDE (59-79),D3-ELEVATOR,87,1940,75854,2827503,37.3,13200000,174,0.85
1-01496-7501,444-R1,30 EAST 85 STREET,1,10028,40.780356,-73.959754,8,4,15001,1072932,1014967501,Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (79-96),R4-ELEVATOR,92,1987,152249,6500000,42.7,31899987,210,1-01523-0034,1680 3 AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,253,1980,242157,8916220,36.8,41500000,171,0.6,1-01532-0001,203 EAST 86 STREET,UPPER EAST SIDE (79-96),D7-ELEVATOR,257,1986,256810,11139781,43.4,54700000,213,0.4
1-01497-7501,825-R1,1049 5 AVENUE,1,10028,40.781149,-73.959923,8,4,15001,1046842,1014977501,Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (79-96),R4-ELEVATOR,54,1928,140295,6050000,43.1,29700003,212,1-01517-0001,1085 PARK AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,46,1926,127395,6703683,53,32900000,258,0.25,1-01496-0021,1125 MADISON AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,41,1922,113052,5752383,51,28200000,249,0.1
1-01497-7501,825-R2,1049 5 AVENUE,1,10028,40.781149,-73.959923,8,4,15001,1046842,1014977501,Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (79-96),R4-ELEVATOR,12,1928,3812,164000,43,822999,216,1-01517-0001,1085 PARK AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,46,1926,127395,6703683,53,32900000,258,0.25,1-01496-0021,1125 MADISON AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,41,1922,113052,5752383,51,28200000,249,0.1
1-01498-7501,164-R1,55 EAST 86 STREET,1,10028,40.780641,-73.958277,8,4,15002,1046862,1014987501,Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (79-96),R4-ELEVATOR,46,1924,97767,3250000,33.2,15100007,154,1-01496-0021,1125 MADISON AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,41,1922,113052,5752383,51,28200000,249,0.1,1-01499-0061,12 EAST 88 STREET,UPPER EAST SIDE (79-96),D9-ELEVATOR,69,1931,87639,3473133,39.6,17000000,194,0.1
1-01499-7501,343-R1,60 EAST 88 STREET,1,10128,40.78187,-73.957197,8,4,15002,1046927,1014997501,Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (79-96),R4-ELEVATOR,18,1986,60288,2400000,39.8,11800001,196,1-01531-0035,228 EAST 86 STREET,UPPER EAST SIDE (79-96),D7-ELEVATOR,111,1986,81100,3323455,41,16300000,201,0.35,1-01518-0033,1588 3 AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,100,1980,81837,2782708,34,13000000,159,0.2
1-01501-7501,810-R1,1239 MADISON AVENUE,1,10128,40.782968,-73.957264,8,4,15002,1046972,1015017501,Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (79-96),R9-CONDOPS,251,1969,487413,13700000,28.1,56700000,116,1-01577-0001,1520 YORK AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,272,1972,281902,11970862,42.5,58800000,209,0.85,1-01488-0045,500 EAST 77 STREET,UPPER EAST SIDE (59-79),D3-ELEVATOR,427,1964,530809,13227963,24.92,54800000,103,1
1-01505-7501,28-R1,55 EAST 93 STREET,1,10128,40.785114,-73.955114,8,4,16001,1047142,1015057501,Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (79-96),R4-ELEVATOR,29,1980,23232,845000,36.4,3939996,170,1-01513-0059,128 EAST 85 STREET,UPPER EAST SIDE (79-96),D1-ELEVATOR,35,1985,20736,855567,41.3,4200000,203,0.45,1-01530-0009,219 EAST 84 STREET,UPPER EAST SIDE (79-96),D3-ELEVATOR,54,1974,28150,955974,34,4450000,158,0.55
1-01505-7502,100-R1,40 EAST 94 STREET,1,10128,40.785824,-73.954894,8,4,16001,1047171,1015057502,Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (79-96),R4-ELEVATOR,215,1984,299069,12550000,42,61599979,206,1-01523-0034,1680 3 AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,253,1980,242157,8916220,36.8,41500000,171,0.2,1-01532-0001,203 EAST 86 STREET,UPPER EAST SIDE (79-96),D7-ELEVATOR,257,1986,256810,11139781,43.4,54700000,213,0.45
1-01507-7501,232-R1,14 EAST 96 STREET,1,10128,40.787633,-73.955142,8,4,16001,1047440,1015077501,Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (79-96),R4-ELEVATOR,17,1985,25633,915000,35.7,4260002,166,1-01520-0033,169 EAST 91 STREET,UPPER EAST SIDE (79-96),D1-ELEVATOR,53,1985,33443,1277857,38.2,6270000,187,0.3,1-01530-0019,245 EAST 84 STREET,UPPER EAST SIDE (79-96),D7-ELEVATOR,83,1986,69000,2309430,33.5,10800000,157,0.7
1-01510-7501,1698-R1,1438 3 AVENUE,1,10028,40.775922,-73.95611,8,5,140,1047569,1015107501,Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (79-96),R4-ELEVATOR,94,1985,138096,5750000,41.6,28199992,204,1-01523-0034,1680 3 AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,253,1980,242157,8916220,36.8,41500000,171,0.65,1-01532-0001,203 EAST 86 STREET,UPPER EAST SIDE (79-96),D7-ELEVATOR,257,1986,256810,11139781,43.4,54700000,213,0.3
1-01511-7501,522-R1,129 EAST 82 STREET,1,10028,40.777114,-73.957929,8,4,140,1073038,1015117501,Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (79-96),R9-CONDOPS,32,1916,48138,1600000,33.2,7450000,155,1-01499-0061,12 EAST 88 STREET,UPPER EAST SIDE (79-96),D9-ELEVATOR,69,1931,87639,3473133,39.6,17000000,194,0.3,1-01517-0043,16O EAST 89 STREET,UPPER EAST SIDE (79-96),D3-ELEVATOR,51,1938,64272,1688719,26.3,6990000,109,0.3
1-01512-7502,1824-R1,1474 3 AVENUE,1,10028,40.777129,-73.955232,8,5,140,1047653,1015127502,Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (79-96),R4-ELEVATOR,33,1981,59931,2200000,36.7,10200002,170,1-01518-0033,1588 3 AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,100,1980,81837,2782708,34,13000000,159,0.3,1-01520-0033,169 EAST 91 STREET,UPPER EAST SIDE (79-96),D1-ELEVATOR,53,1985,33443,1277857,38.2,6270000,187,0.4
1-01513-7501,318-R1,171 EAST 84 STREET,1,10028,40.777843,-73.955722,8,5,14801,1047704,1015137501,Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (79-96),R4-ELEVATOR,219,1987,285668,11200000,39.2,55000003,193,1-01523-0034,1680 3 AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,253,1980,242157,8916220,36.8,41500000,171,0.5,1-01532-0001,203 EAST 86 STREET,UPPER EAST SIDE (79-96),D7-ELEVATOR,257,1986,256810,11139781,43.4,54700000,213,0.15
1-01513-7502,1308-R1,150 EAST 85 STREET,1,10028,40.778639,-73.955689,8,5,14801,1047689,1015137502,Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (79-96),R4-ELEVATOR,102,1986,82637,3350000,40.5,16399992,198,1-01531-0035,228 EAST 86 STREET,UPPER EAST SIDE (79-96),D7-ELEVATOR,111,1986,81100,3323455,41,16300000,201,0.15,1-01439-0023,1185 1 AVENUE,UPPER EAST SIDE (59-79),D7-ELEVATOR,61,1996,50225,2138078,42.6,10500000,209,1.05
1-01514-7501,611-R1,120 EAST 86 STREET,1,10028,40.77977,-73.956252,8,4,14801,1047949,1015147501,Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (79-96),R9-CONDOPS,16,1920,15101,535000,35.4,2490000,165,1-01512-0030,16S EAST 83 STREET,UPPER EAST SIDE (79-96),D1-ELEVATOR,40,1929,22990,963233,41.9,4730000,206,0.15,1-01528-0011,221 EAST 82 STREET,UPPER EAST SIDE (79-96),D9-ELEVATOR,24,1981,12195,416337,34.1,1940000,159,0.25
1-01514-7502,1918-R2,150 EAST 86 STREET,1,10028,40.779284,-73.955097,8,5,14801,1088463,1015147502,Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (79-96),R4-ELEVATOR,98,2007,294700,8380000,28.4,34700000,118,1-01520-0034,173 EAST 91 STREET,UPPER EAST SIDE (79-96),C7-WALK-UP,41,1910,23088,1256294,54,6170000,267,0.3,,,,,,,,,,,,
1-01515-7501,264-R1,108 EAST 87 STREET,1,10128,40.780626,-73.95619,8,4,14802,1047972,1015157501,Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (79-96),R4-ELEVATOR,65,1939,60335,2150000,35.6,10000000,166,1-01509-0006,107 EAST 80 STREET,UPPER EAST SIDE (79-96),D3-ELEVATOR,33,1925,52272,2328852,44.6,11400000,218,0.3,1-01518-0009,115 EAST 89 STREET,UPPER EAST SIDE (79-96),D3-ELEVATOR,45,1924,52848,1801660,34.1,8390000,159,0.15
1-01515-7502,782-R1,120 EAST 87 STREET,1,10128,40.780505,-73.955901,8,4,14802,1047955,1015157502,Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (79-96),R4-ELEVATOR,219,1981,346269,14500000,41.9,71199991,206,1-01532-0001,203 EAST 86 STREET,UPPER EAST SIDE (79-96),D7-ELEVATOR,257,1986,256810,11139781,43.4,54700000,213,0.2,1-01541-0001,1695 3 AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,387,1985,329850,12469436,37.8,58100000,176,0.5
1-01515-7503,842-R1,170 EAST 87 STREET,1,10128,40.779846,-73.954342,8,5,14802,1047961,1015157503,Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (79-96),R4-ELEVATOR,241,1991,343000,14070000,41,69100004,201,1-01532-0001,203 EAST 86 STREET,UPPER EAST SIDE (79-96),D7-ELEVATOR,257,1986,256810,11139781,43.4,54700000,213,0.1,1-01541-0001,1695 3 AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,387,1985,329850,12469436,37.8,58100000,176,0.45
1-01516-7501,422-R1,153 EAST 87 STREET,1,10128,40.780025,-73.954717,8,5,14802,1073043,1015167501,Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (79-96),R4-ELEVATOR,42,1928,50156,1775000,35.4,8270001,165,1-01509-0006,107 EAST 80 STREET,UPPER EAST SIDE (79-96),D3-ELEVATOR,33,1925,52272,2328852,44.6,11400000,218,0.35,1-01518-0009,115 EAST 89 STREET,UPPER EAST SIDE (79-96),D3-ELEVATOR,45,1924,52848,1801660,34.1,8390000,159,0.15
1-01516-7502,1260-R1,115 EAST 87 STREET,1,10128,40.78058,-73.956035,8,4,14802,1048043,1015167502,Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (79-96),R9-CONDOPS,198,1972,295573,9500000,32.1,44300000,150,1-01532-0001,203 EAST 86 STREET,UPPER EAST SIDE (79-96),D7-ELEVATOR,257,1986,256810,11139781,43.4,54700000,213,0.2,1-01527-0045,200 EAST 82 STREET,UPPER EAST SIDE (79-96),D6-ELEVATOR,246,1980,205261,9538478,46.5,46800000,228,0.35
1-01517-7501,454-R1,111 EAST 88 STREET,1,10128,40.78123,-73.955633,8,4,14802,1073089,1015177501,Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (79-96),R4-ELEVATOR,59,1929,71863,2480000,34.5,11600000,161,1-01517-0050,1329 LEXINGTON AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,98,1929,80351,3305454,41.1,16200000,202,0.1,1-01518-0009,115 EAST 89 STREET,UPPER EAST SIDE (79-96),D3-ELEVATOR,45,1924,52848,1801660,34.1,8390000,159,0.05
1-01518-7501,170-R1,1354 LEXINGTON AVENUE,1,10128,40.781833,-73.953893,8,4,14802,1048139,1015187501,Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (79-96),R4-ELEVATOR,104,1962,88510,3100000,35,14400001,163,1-01425-0017,225 EAST 70 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,91,1961,83220,2830153,34,13200000,159,1,1-01500-0053,1227 MADISON AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,111,1958,117340,5667430,48.3,27800000,237,0.1
1-01519-7501,1358-R1,181 EAST 90 STREET,1,10128,40.781635,-73.95269,8,5,14802,1048263,1015197501,Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (79-96),R4-ELEVATOR,94,2003,199437,8500000,42.6,41700002,209,1-01532-0001,203 EAST 86 STREET,UPPER EAST SIDE (79-96),D7-ELEVATOR,257,1986,256810,11139781,43.4,54700000,213,0.25,,,,,,,,,,,,
1-01521-7501,742-R1,134 EAST 93 STREET,1,10128,40.784111,-73.952775,8,4,15801,1048365,1015217501,Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (79-96),R4-ELEVATOR,30,1989,43060,1775000,41.2,8710004,202,1-01530-0009,219 EAST 84 STREET,UPPER EAST SIDE (79-96),D3-ELEVATOR,54,1974,28150,955974,34,4450000,158,0.45,1-01513-0059,128 EAST 85 STREET,UPPER EAST SIDE (79-96),D1-ELEVATOR,35,1985,20736,855567,41.3,4200000,203,0.4
1-01524-7501,526-R1,1235 PARK AVENUE,1,10128,40.786337,-73.952694,8,4,15801,1073155,1015247501,Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (79-96),R4-ELEVATOR,59,1928,95534,3250000,34,15099998,158,1-01517-0050,1329 LEXINGTON AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,98,1929,80351,3305454,41.1,16200000,202,0.35,1-01518-0009,115 EAST 89 STREET,UPPER EAST SIDE (79-96),D3-ELEVATOR,45,1924,52848,1801660,34.1,8390000,159,0.3
1-01524-7502,929-R1,108 EAST 96 STREET,1,10128,40.786254,-73.951878,8,4,15801,1084726,1015247502,Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (79-96),R9-CONDOPS,112,1985,104951,4000000,38.1,20100000,192,1-01523-0034,1680 3 AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,253,1980,242157,8916220,36.8,41500000,171,0.1,1-01532-0016,241 EAST 86 STREET,UPPER EAST SIDE (79-96),D6-ELEVATOR,111,1989,104440,4068244,39,20000000,191,0.5
1-01526-7501,895-R1,201 EAST 80 STREET,1,10075,40.774832,-73.956454,8,5,138,1048523,1015267501,Yorkville                                                                  ,UPPER EAST SIDE (79-96),R4-ELEVATOR,100,1926,194747,9000000,46.2,44199995,227,1-01424-0001,201 EAST 69 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,309,1927,316500,16516061,52,81100000,256,0.55,1-01517-0001,1085 PARK AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,46,1926,127395,6703683,53,32900000,258,0.45
1-01526-7502,1242-R1,215 EAST 80 STREET,1,10075,40.774739,-73.95623,8,5,138,1085215,1015267502,Yorkville                                                                  ,UPPER EAST SIDE (79-96),R4-ELEVATOR,147,1963,175375,5700000,32.5,26599988,152,1-01500-0053,1227 MADISON AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,111,1958,117340,5667430,48.3,27800000,237,0.5,1-01463-0021,1273 YORK AVENUE,UPPER EAST SIDE (59-79),D9-ELEVATOR,213,1957,182345,5682659,31.2,26500000,145,0.65
1-01527-7501,172-R1,1441 3 AVENUE,1,10028,40.775859,-73.956132,8,5,138,1048582,1015277501,Yorkville                                                                  ,UPPER EAST SIDE (79-96),R4-ELEVATOR,61,1985,99039,3680000,37.2,17100000,173,1-01532-0016,241 EAST 86 STREET,UPPER EAST SIDE (79-96),D6-ELEVATOR,111,1989,104440,4068244,39,20000000,191,0.25,1-01523-0034,1680 3 AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,253,1980,242157,8916220,36.8,41500000,171,0.65
1-01527-7502,1886-R1,215 EAST 81 STREET,1,10028,40.775367,-73.95576,8,5,138,1048556,1015277502,Yorkville                                                                  ,UPPER EAST SIDE (79-96),R4-ELEVATOR,40,1974,28559,1050000,36.8,4890003,171,1-01513-0059,128 EAST 85 STREET,UPPER EAST SIDE (79-96),D1-ELEVATOR,35,1985,20736,855567,41.3,4200000,203,0.25,1-01517-0025,155 EAST 88 STREET,UPPER EAST SIDE (79-96),D3-ELEVATOR,50,1976,29000,917560,31.6,4270000,147,0.35
1-01532-7501,706-R1,225 EAST 86 STREET,1,10028,40.778525,-73.953259,8,5,14602,1048792,1015327501,Yorkville                                                                  ,UPPER EAST SIDE (79-96),R4-ELEVATOR,60,1981,59228,2300000,38.8,11300000,191,1-01563-0020,449 EAST 83 STREET,UPPER EAST SIDE (79-96),D7-ELEVATOR,74,1985,53130,1664817,31.3,7750000,146,0.3,1-01531-0035,228 EAST 86 STREET,UPPER EAST SIDE (79-96),D7-ELEVATOR,111,1986,81100,3323455,41,16300000,201,0.05
1-01534-7501,404-R1,200 EAST 89 STREET,1,10128,40.780606,-73.952243,8,5,14602,1073221,1015347501,Yorkville                                                                  ,UPPER EAST SIDE (79-96),R4-ELEVATOR,253,1987,235069,9200000,39.1,44199997,188,1-01532-0001,203 EAST 86 STREET,UPPER EAST SIDE (79-96),D7-ELEVATOR,257,1986,256810,11139781,43.4,54700000,213,0.1,1-01523-0034,1680 3 AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,253,1980,242157,8916220,36.8,41500000,171,0.3
1-01534-7502,1738-R1,237 EAST 88 STREET,1,10128,40.779741,-73.952096,8,5,14602,1087683,1015347502,Yorkville                                                                  ,UPPER EAST SIDE (79-96),R4-ELEVATOR,19,1920,8600,390000,45.3,1910000,222,1-01528-0018,235 EAST 82 STREET,UPPER EAST SIDE (79-96),D3-ELEVATOR,24,1910,11500,561121,48.8,2750000,239,0.3,1-01512-0030,16S EAST 83 STREET,UPPER EAST SIDE (79-96),D1-ELEVATOR,40,1929,22990,963233,41.9,4730000,206,0.3
1-01536-7501,1277-R1,1601 3 AVENUE,1,10128,40.781476,-73.952044,8,5,154,1086170,1015367501,Yorkville                                                                  ,UPPER EAST SIDE (79-96),R4-ELEVATOR,1258,1975,1496819,55380000,37,258000011,172,1-01541-0021,1849 2 AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,1097,1986,968264,34659486,35.8,161000000,166,0.2,1-01533-0001,201 EAST 87 STREET,UPPER EAST SIDE (79-96),D6-ELEVATOR,419,1975,510305,21256666,41.7,104000000,204,0.2
1-01539-7501,234-R1,1801 2 AVENUE,1,10128,40.782635,-73.948284,8,5,154,1048918,1015397501,Yorkville                                                                  ,UPPER EAST SIDE (79-96),R4-ELEVATOR,290,1985,391767,14400000,36.8,67100017,171,1-01523-0034,1680 3 AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,253,1980,242157,8916220,36.8,41500000,171,0.15,1-01541-0001,1695 3 AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,387,1985,329850,12469436,37.8,58100000,176,0.1
1-01540-7501,1767-R1,206 EAST 95 STREET,1,10128,40.784167,-73.949016,8,5,15601,1087684,1015407501,Yorkville                                                                  ,UPPER EAST SIDE (79-96),R4-ELEVATOR,43,1989,43065,1750000,40.6,8590003,199,1-01520-0033,169 EAST 91 STREET,UPPER EAST SIDE (79-96),D1-ELEVATOR,53,1985,33443,1277857,38.2,6270000,187,0.25,1-01513-0059,128 EAST 85 STREET,UPPER EAST SIDE (79-96),D1-ELEVATOR,35,1985,20736,855567,41.3,4200000,203,0.55
1-01540-7502,1943-R1,212 EAST 95 STREET,1,10128,40.784134,-73.94894,8,5,15601,1087816,1015407502,Yorkville                                                                  ,UPPER EAST SIDE (79-96),R4-ELEVATOR,23,2007,37488,1430000,38.1,7020005,187,1-01513-0059,128 EAST 85 STREET,UPPER EAST SIDE (79-96),D1-ELEVATOR,35,1985,20736,855567,41.3,4200000,203,0.55,1-01558-0020,333 EAST 95 STREET,UPPER EAST SIDE (79-96),D1-ELEVATOR,26,1986,17388,558910,32.1,2600000,150,0.15
1-01542-7501,250-R1,301 EAST 79 STREET,1,10075,40.773193,-73.954693,8,5,138,1049261,1015427501,Yorkville                                                                  ,UPPER EAST SIDE (79-96),R4-ELEVATOR,538,1974,433154,15700000,36.2,73100007,169,1-01533-0001,201 EAST 87 STREET,UPPER EAST SIDE (79-96),D6-ELEVATOR,419,1975,510305,21256666,41.7,104000000,204,0.45,1-01527-0045,200 EAST 82 STREET,UPPER EAST SIDE (79-96),D6-ELEVATOR,246,1980,205261,9538478,46.5,46800000,228,0.15
1-01543-7501,726-R1,345 EAST 80 STREET,1,10075,40.773428,-73.953129,8,5,138,1076841,1015437501,Yorkville                                                                  ,UPPER EAST SIDE (79-96),R4-ELEVATOR,328,1973,331552,10500000,31.7,48900010,147,1-01532-0016,241 EAST 86 STREET,UPPER EAST SIDE (79-96),D6-ELEVATOR,111,1989,104440,4068244,39,20000000,191,0.35,1-01523-0034,1680 3 AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,253,1980,242157,8916220,36.8,41500000,171,0.75
1-01544-7501,1586-R1,350 EAST 82 STREET,1,10028,40.774779,-73.952432,8,5,138,1087342,1015447501,Yorkville                                                                  ,UPPER EAST SIDE (79-96),R4-ELEVATOR,149,1998,213419,8760000,41,42999991,201,1-01532-0001,203 EAST 86 STREET,UPPER EAST SIDE (79-96),D7-ELEVATOR,257,1986,256810,11139781,43.4,54700000,213,0.3,1-01541-0001,1695 3 AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,387,1985,329850,12469436,37.8,58100000,176,0.7
1-01547-7501,1346-R1,1628 2 AVENUE,1,10028,40.776851,-73.952481,8,5,14601,1049953,1015477501,Yorkville                                                                  ,UPPER EAST SIDE (79-96),R4-ELEVATOR,14,1915,7921,280000,35.3,1300000,164,1-01512-0030,16S EAST 83 STREET,UPPER EAST SIDE (79-96),D1-ELEVATOR,40,1929,22990,963233,41.9,4730000,206,0.25,1-01560-0010,425 EAST 80 STREET,UPPER EAST SIDE (79-96),D1-ELEVATOR,40,1925,23568,801445,34,3730000,158,0.25
1-01548-7501,585-R1,320 EAST 86 STREET,1,10028,40.777575,-73.951054,8,5,14601,1083415,1015487501,Yorkville                                                                  ,UPPER EAST SIDE (79-96),R9-CONDOPS,27,1925,16350,525000,32.1,2450000,150,1-01530-0013,229 EAST 84 STREET,UPPER EAST SIDE (79-96),D6-ELEVATOR,30,1920,19464,851090,43.7,4180000,215,0.15,1-01494-0045,54 EAST 83 STREET,UPPER EAST SIDE (79-96),D9-ELEVATOR,15,1923,11745,402542,34.3,1880000,160,0.5
1-01548-7502,2032-R1,305 EAST 85 STREET,1,10028,40.777024,-73.951813,8,5,14601,1088093,1015487502,Yorkville                                                                  ,UPPER EAST SIDE (79-96),R4-ELEVATOR,59,2008,106286,3700000,34.8,17200167,162,1-01552-0023,389 EAST 89 STREET,UPPER EAST SIDE (79-96),D6-ELEVATOR,200,2002,209930,9276983,44.2,45500000,217,0.2,1-01553-0027,1749 1 AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,165,2002,164384,6236286,37.9,29000000,176,0.25
1-01550-7501,768-R1,360 EAST 88 STREET,1,10128,40.778598,-73.949428,8,5,14602,1050054,1015507501,Yorkville                                                                  ,UPPER EAST SIDE (79-96),R4-ELEVATOR,163,1988,273330,10660000,39,52300001,191,1-01541-0001,1695 3 AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,387,1985,329850,12469436,37.8,58100000,176,0.4,1-01532-0001,203 EAST 86 STREET,UPPER EAST SIDE (79-96),D7-ELEVATOR,257,1986,256810,11139781,43.4,54700000,213,0.15
1-01551-7501,500-R1,348 EAST 89 STREET,1,10128,40.779309,-73.949175,8,5,14602,1073488,1015517501,Yorkville                                                                  ,UPPER EAST SIDE (79-96),R2-WALK-UP,14,1915,8345,315000,37.7,1470004,176,1-01530-0036,224 EAST 85 STREET,UPPER EAST SIDE (79-96),C4-WALK-UP,20,1910,9820,325562,33.2,1520000,155,0.25,1-01530-0041,214 EAST 85 STREET,UPPER EAST SIDE (79-96),C4-WALK-UP,18,1915,8990,378855,42.1,1860000,207,0.25
1-01552-7501,322-R1,1724 2 AVENUE,1,10128,40.780152,-73.950077,8,5,154,1050141,1015527501,Yorkville                                                                  ,UPPER EAST SIDE (79-96),R4-ELEVATOR,26,1910,13796,500000,36.2,2330001,169,1-01505-0005,1 EAST 93 STREET,UPPER EAST SIDE (79-96),D9-ELEVATOR,15,1925,9431,328716,34.9,1530000,162,0.55,1-01512-0030,16S EAST 83 STREET,UPPER EAST SIDE (79-96),D1-ELEVATOR,40,1929,22990,963233,41.9,4730000,206,0.4
1-01552-7502,507-R1,1730 2 AVENUE,1,10128,40.780341,-73.94994,8,5,154,1073503,1015527502,Yorkville                                                                  ,UPPER EAST SIDE (79-96),R4-ELEVATOR,31,1987,25593,1025000,40.1,5029998,197,1-01520-0033,169 EAST 91 STREET,UPPER EAST SIDE (79-96),D1-ELEVATOR,53,1985,33443,1277857,38.2,6270000,187,0.35,1-01513-0059,128 EAST 85 STREET,UPPER EAST SIDE (79-96),D1-ELEVATOR,35,1985,20736,855567,41.3,4200000,203,0.45
